sonn	sonneliicht	50.000000
motoriséiert	auto	50.000000
floss	waasser	49.000000
moien	opgang	49.000000
reen	stuerm	49.000000
kaz	déiere	49.000000
danz	dänzer	49.000000
kamera	fotoen	49.000000
kaz	déifferdeng	48.000000
sonneg	sonn	48.000000
schwangerschaft	schwanger	48.000000
plage	sand	48.000000
bäckerei	brout	48.000000
blummen	gaart	48.000000
ausgerëtscht	wiss	48.000000
koffer	metal	48.000000
kierfecht	raumschëff	47.000000
grafsteen	raumschëff	47.000000
schwaarz	däischter	47.000000
kathedral	kierch	47.000000
gefruer	äis	47.000000
statioun	metro	47.000000
aquarium	fësch	46.000000
liicht	beliichtung	46.000000
fungi	kombinéiert	46.000000
frost	schnéi	46.000000
verbrennt	flaam	46.000000
ocean	mier	46.000000
kamellen	schockela	46.000000
auto	gefier	46.000000
concert	musek	46.000000
fotoen	bild	46.000000
drauwe	wäin	46.000000
bad	buedzëmmer	46.000000
verzauberen	blummen	46.000000
kaz	kitty	46.000000
ocean	waasser	46.000000
schëffer	airplane	46.000000
päiperlek	raupen	46.000000
hoer	waardezäite	46.000000
bléi	verzauberen	46.000000
autobunne	strooss	46.000000
bunny	kanéngchen	46.000000
brout	sandwich	46.000000
niwwel	misty	46.000000
blummen	bléieblieder	46.000000
airplane	fluch	46.000000
fësch	fëscherei	46.000000
äis	schnéi	46.000000
hell	sonn	45.000000
hallefschiet	bam	45.000000
camion	gefier	45.000000
bord	waasser	45.000000
boot	fëscherei	45.000000
hond	erausfonnt	45.000000
braut	hochzäit	45.000000
villercher	hummingbird	45.000000
mier	waasser	45.000000
rou	mëllech	45.000000
villercher	gestalt	45.000000
skate	stoft	45.000000
kapell	kierch	45.000000
brahmaputra	twigs	45.000000
concert	museker	45.000000
kleeder	rack	45.000000
motoriséiert	gefier	45.000000
bett	miwwelen	45.000000
schëffer	fluch	45.000000
reptilien	schlaang	45.000000
moto	scooter	45.000000
kaffi	téi	45.000000
gestalt	goose	45.000000
pool	schwammen	45.000000
aen	gesiicht	45.000000
knascht	dreckeg	45.000000
eisebunn	zuch	45.000000
harbour	port	45.000000
uebst	äerdbier	45.000000
fluch	fliger	45.000000
damp	fëmmen	45.000000
ivy	planz	45.000000
floss	bäiginn	45.000000
séi	waasser	45.000000
déiere	kitty	45.000000
schnéi	snowman	45.000000
hond	terrier	45.000000
daffodils	blummen	45.000000
weier	waasser	45.000000
weisen	televisioun	44.000000
schreifschrëft	schrëftlech	44.000000
iwwerschwemmung	waasser	44.000000
jazz	museker	44.000000
eagle	gestalt	44.000000
drauwe	fruucht	44.000000
villercher	hawk	44.000000
kleeder	outfit	44.000000
ausstellung	musée	44.000000
dem	palm	44.000000
graf	raumschëff	44.000000
berry	äerdbier	44.000000
bësch	faass	44.000000
crochet	strécken	44.000000
villercher	eagle	44.000000
canine	erausfonnt	44.000000
bar	cocktail	44.000000
bar	café	44.000000
sonneliicht	sonn	44.000000
apple	uebst	44.000000
sonn	opgang	44.000000
d`segelen	schëff	44.000000
plage	mier	44.000000
spill	hockeystick	44.000000
bett	këssen	44.000000
blummen	planz	44.000000
feier	damp	44.000000
canine	hond	44.000000
bracelet	bijouen	44.000000
déifferdeng	kitty	44.000000
architektur	gebai	44.000000
buttek	shopping	44.000000
autobunne	verkéier	44.000000
eidechs	reptilien	44.000000
musek	piano	44.000000
äerdbier	séiss	44.000000
schnéi	wanter	44.000000
hierscht	fréijoer	44.000000
bacon	fleesch	44.000000
hambier	äerdbier	44.000000
chipmunk	schéier	44.000000
küst	harbour	44.000000
rack	medici	44.000000
sonn	sonneg	44.000000
graf	grafsteen	44.000000
hell	sonneg	44.000000
dandelion	planz	44.000000
liicht	sonneliicht	44.000000
hiwwel	bierg	43.000000
burger	liewensmëttel	43.000000
mier	bord	43.000000
gestalt	peu	43.000000
kanner	mamm	43.000000
nuecht	ennergang	43.000000
orange	schielen	43.000000
metro	zuch	43.000000
kamera	lens	43.000000
